id,y_true,y_pred,absolute_error
1735210680.572537,109.0,108.55110498867623,0.44889501132377063
1735210690.682926,248.0,223.73784832449596,24.262151675504043
1735210700.772176,186.0,199.02165017977717,13.021650179777168
1735210710.974675,70.0,174.72409819544131,104.72409819544131
1735210721.021648,197.0,194.39503959682418,2.6049604031758236
1735210731.061553,185.0,164.67605023225553,20.323949767744466
1735210741.1042,181.0,174.16816194064327,6.831838059356727
1735210751.150551,128.0,72.73252700808091,55.26747299191909
1735210761.178671,42.0,127.75408701830301,85.75408701830301
1735210771.203731,75.0,73.1403710630131,1.8596289369868941
1735210781.232127,150.0,148.98263155287808,1.0173684471219246
1735210791.257699,150.0,125.21948824439639,24.780511755603612
1735210801.283667,85.0,58.38020789949471,26.619792100505293
1735210811.308582,40.0,136.23634779571077,96.23634779571077
1735210821.332295,220.0,166.55382825313401,53.446171746865986
1735210951.688322,252.0,166.8212956801373,85.1787043198627
1735210961.730558,104.0,38.094796696624684,65.90520330337532
1735210971.760304,246.0,231.55938677901926,14.440613220980737
1735210981.787294,200.0,117.45262547473108,82.54737452526892
1735210991.812888,144.0,180.6776006358034,36.6776006358034
1735211001.836366,182.0,147.74783541185556,34.25216458814444
1735211011.863106,77.0,78.90849563455843,1.9084956345584345
1735211021.886691,97.0,106.34908971549206,9.349089715492056
1735211031.908718,265.0,201.47857481871569,63.521425181284314
1735211041.935303,111.0,171.80130948940646,60.801309489406464
1735211051.966446,51.0,83.06599160782083,32.065991607820834
1735211061.991102,268.0,225.12578458323958,42.87421541676042
1735211072.022539,129.0,106.83424483366134,22.165755166338656
1735211082.051681,69.0,95.10162229504624,26.10162229504624
1735211083.484118,88.0,104.57821235392076,16.57821235392076
1735211093.51131,70.0,59.37285720376072,10.627142796239283
1735211103.538096,134.0,153.04135860844895,19.041358608448945
1735211113.565879,60.0,133.85292726971124,73.85292726971124
1735211123.588908,156.0,159.93892039765973,3.9389203976597287
1735211133.616886,95.0,152.75856278784548,57.75856278784548
1735211143.644692,87.0,89.9561230647748,2.9561230647748005
1735211153.67109,48.0,52.6084809435355,4.608480943535497
1735211163.698804,221.0,202.49458466987952,18.505415330120485
1735211173.726517,283.0,189.19183225811398,93.80816774188602
1735211183.751319,113.0,121.58087089803865,8.580870898038654
1735211193.777552,220.0,211.85889450098026,8.141105499019744
1735211203.803898,233.0,202.4011919035483,30.598808096451705
1735211213.830067,61.0,114.2377952881935,53.237795288193496
1735211223.859052,95.0,146.27099383371382,51.27099383371382
1735211233.884944,72.0,50.855771238153494,21.144228761846506
1735211243.907593,273.0,258.588857441086,14.41114255891398
1735211253.936561,150.0,207.72180471796827,57.72180471796827
1735211263.960596,151.0,164.4886995593763,13.4886995593763
1735211273.988168,85.0,150.84273716123926,65.84273716123926
1735211284.015094,174.0,172.67742636331647,1.3225736366835292
1735211294.039726,52.0,207.82899729576584,155.82899729576584
1735211304.067594,83.0,139.1639661655073,56.163966165507304
1735211314.09546,310.0,213.58408892913428,96.41591107086572
1735211324.120926,136.0,150.50201654448475,14.502016544484746
1735211334.147389,53.0,82.17255474521598,29.172554745215976
1735211344.17398,123.0,197.5057899079859,74.5057899079859
1735211354.200929,113.0,121.58087089803865,8.580870898038654
1735211364.228654,202.0,192.0709458824171,9.929054117582893
1735211374.255586,129.0,190.14531070405263,61.14531070405263
1735211384.281241,128.0,72.73252700808091,55.26747299191909
1735211394.308193,48.0,73.91315064441478,25.913150644414785
1735211404.335127,51.0,83.06599160782083,32.065991607820834
1735211414.355861,281.0,253.31042712720856,27.689572872791445
1735211424.389242,127.0,164.32674961654595,37.32674961654595
1735211434.416265,139.0,125.30179324673654,13.698206753263463
1735211444.440509,189.0,204.06179478221384,15.061794782213838
1735211454.467436,49.0,131.09513588277798,82.09513588277798
1735211464.494035,232.0,230.14278537186664,1.857214628133363
1735211474.519212,85.0,58.38020789949471,26.619792100505293
1735211484.547276,115.0,92.68518048364726,22.314819516352742
1735211494.575251,273.0,258.588857441086,14.41114255891398
1735211504.598258,167.0,184.06609358711592,17.066093587115915
1735211514.625329,178.0,193.01802802696082,15.01802802696082
1735211524.650694,148.0,132.17466739878557,15.825332601214427
1735211534.675938,96.0,114.24162641833095,18.241626418330952
1735211544.705219,174.0,172.67742636331647,1.3225736366835292
1735211554.733993,81.0,143.50191006897165,62.501910068971654
1735211564.758779,141.0,166.00134469229653,25.001344692296527
1735211574.786017,71.0,85.63464409362722,14.634644093627216
1735211584.81269,208.0,230.26311068186087,22.263110681860866
1735211594.839028,99.0,57.49473392402547,41.50526607597453
1735211604.863588,51.0,83.06599160782083,32.065991607820834
1735211614.883926,182.0,139.10774390151153,42.892256098488474
1735211624.909509,77.0,78.90849563455843,1.9084956345584345
1735211634.93616,52.0,174.5090590790284,122.50905907902839
1735211644.963804,68.0,191.33759391965896,123.33759391965896
1735211654.98778,220.0,198.36767240936746,21.632327590632542
1735211665.013701,283.0,189.19183225811398,93.80816774188602
1735211675.036463,61.0,145.63105805397797,84.63105805397797
1735211685.060818,78.0,189.0584060461154,111.05840604611541
1735211695.087925,257.0,226.78005937684196,30.21994062315804
1735211705.117147,70.0,174.72409819544131,104.72409819544131
1735211715.146828,206.0,162.3783141936423,43.6216858063577
1735211725.16728,332.0,220.67545196365336,111.32454803634664
1735211735.193141,160.0,117.99633487057082,42.00366512942918
1735211745.217947,88.0,114.14131337636657,26.14131337636657
1735211755.244902,140.0,128.82725505970393,11.17274494029607
1735211765.273352,186.0,199.02165017977717,13.021650179777168
1735211775.294002,200.0,144.42617092507516,55.573829074924845
1735211785.321588,248.0,216.00702650150183,31.992973498498174
1735211795.350769,100.0,153.48187658547516,53.48187658547516
1735211805.373909,281.0,235.1809080817156,45.819091918284414
1735211815.401977,108.0,105.20931175066377,2.7906882493362275
1735211825.435496,71.0,85.63464409362722,14.634644093627216
1735211835.458684,127.0,164.32674961654595,37.32674961654595
1735211845.483878,80.0,79.05274311138244,0.9472568886175594
1735211855.510819,222.0,198.0646071828846,23.9353928171154
1735211865.535647,87.0,112.81897435652233,25.818974356522332
1735211875.563213,70.0,59.37285720376072,10.627142796239283
1735211885.594545,232.0,189.19307552569123,42.80692447430877
1735211895.620906,64.0,119.484173585483,55.484173585483006
1735211905.646386,200.0,144.42617092507516,55.573829074924845
1735211915.673207,185.0,145.42593932722068,39.574060672779325
1735211925.701295,293.0,199.6971235680726,93.30287643192739
1735211935.725303,68.0,191.33759391965896,123.33759391965896
1735211945.751816,124.0,176.6414441293669,52.6414441293669
1735211955.777312,144.0,122.95773416272928,21.04226583727072
1735211965.804674,81.0,99.5885470964202,18.5885470964202
1735211975.831427,127.0,164.32674961654595,37.32674961654595
1735211985.854933,268.0,210.8736570144444,57.126342985555596
1735211995.881938,78.0,189.0584060461154,111.05840604611541
1735212005.908114,258.0,234.58754655802466,23.412453441975345
1735212015.926764,70.0,59.37285720376072,10.627142796239283
1735212025.960391,90.0,52.53953732570943,37.46046267429057
1735212035.988761,253.0,122.06285180101233,130.93714819898767
1735212046.016418,39.0,58.46850452719622,19.468504527196217
1735212056.044001,184.0,165.48821056451624,18.511789435483763
1735212066.070391,72.0,79.33602601754936,7.336026017549358
1735212076.094462,258.0,234.58754655802466,23.412453441975345
1735212086.120821,216.0,170.65555440396756,45.34444559603244
1735212096.147622,72.0,60.94590955213839,11.054090447861611
1735212106.170704,208.0,230.26311068186087,22.263110681860866
1735212116.198764,39.0,69.06458890409488,30.064588904094876
1735212126.22452,257.0,226.78005937684196,30.21994062315804
1735212136.247822,97.0,147.99987604761384,50.99987604761384
1735212146.274757,113.0,157.03563376066268,44.03563376066268
1735212156.304886,182.0,147.74783541185556,34.25216458814444
1735212166.33001,90.0,136.9337268517762,46.933726851776214
1735212176.357374,55.0,74.15703283985458,19.15703283985458
1735212186.376872,152.0,112.1131458788075,39.8868541211925
1735212196.391881,97.0,110.07169487253049,13.071694872530486
1735212206.419439,85.0,179.09342974252522,94.09342974252522
1735212216.444484,59.0,69.47588392817917,10.475883928179172
1735212226.473379,129.0,158.71515745675217,29.715157456752166
1735212236.492495,229.0,189.17431487372275,39.82568512627725
1735212246.512981,111.0,106.90480580451164,4.095194195488361
1735212256.538241,113.0,157.03563376066268,44.03563376066268
1735212266.566304,59.0,77.18477545394313,18.184775453943132
1735212276.593301,83.0,68.42945175601669,14.57054824398331
1735212286.614936,99.0,228.5880170619129,129.5880170619129
1735212296.641707,235.0,169.59711426849145,65.40288573150855
1735212306.667006,174.0,172.67742636331647,1.3225736366835292
1735212316.689989,206.0,166.91796558989103,39.082034410108974
1735212326.711356,243.0,274.8743188701434,31.874318870143384
1735212336.736948,187.0,140.4174259005086,46.58257409949141
1735212346.763012,101.0,97.24900614114375,3.7509938588562477
1735212356.786372,104.0,74.67649224423556,29.32350775576444
1735212366.811502,283.0,184.78138551963335,98.21861448036665
1735212376.83343,241.0,191.89381752873845,49.10618247126155
1735212386.859692,118.0,103.07517946162146,14.92482053837854
1735212396.886372,102.0,111.44622859007595,9.446228590075947
1735212406.909447,200.0,117.45262547473108,82.54737452526892
1735212416.937344,178.0,190.33987760453851,12.339877604538515
1735212426.965447,268.0,225.12578458323958,42.87421541676042
1735212436.991501,72.0,60.94590955213839,11.054090447861611
1735212447.019498,72.0,50.855771238153494,21.144228761846506
1735212457.045365,131.0,129.05497324036463,1.9450267596353683
1735212467.070335,160.0,117.99633487057082,42.00366512942918
1735212477.099097,137.0,197.4709426858105,60.47094268581051
1735212487.12418,116.0,45.012403559193245,70.98759644080675
1735212497.148826,258.0,234.58754655802466,23.412453441975345
1735212507.175709,195.0,235.16536625161027,40.165366251610266
1735212517.202677,270.0,236.70948329065635,33.29051670934365
1735212527.229241,70.0,59.37285720376072,10.627142796239283
1735212537.256325,235.0,169.59711426849145,65.40288573150855
1735212547.282373,210.0,151.99895967539697,58.001040324603025
1735212557.307304,92.0,123.47505641940535,31.475056419405348
1735212567.334188,72.0,50.855771238153494,21.144228761846506
1735212577.360132,310.0,254.2176936694691,55.7823063305309
1735212587.384977,81.0,99.5885470964202,18.5885470964202
1735212597.411534,302.0,150.64502808717168,151.35497191282832
1735212607.438108,78.0,53.042593722967496,24.957406277032504
1735212617.467598,134.0,73.03090140521503,60.96909859478497
1735212627.496301,275.0,218.1337550171171,56.866244982882904
1735212637.524291,161.0,187.8719893007572,26.871989300757207
1735212647.548988,275.0,214.028711633721,60.971288366279
1735212657.578889,137.0,197.4709426858105,60.47094268581051
1735212667.606857,113.0,91.00741773286225,21.99258226713775
1735212677.632115,170.0,191.1667435606123,21.166743560612304
1735212687.658012,283.0,189.19183225811398,93.80816774188602
1735212697.684368,89.0,76.79700486346131,12.20299513653869
1735212707.708257,220.0,166.55382825313401,53.446171746865986
1735212717.734431,49.0,98.58485668593096,49.58485668593096
1735212727.761833,257.0,190.66078823635488,66.33921176364512
1735212737.787423,196.0,164.16669510695147,31.833304893048535
1735212747.815016,230.0,284.1347871418326,54.13478714183259
1735212757.843125,138.0,73.8941794736001,64.1058205263999
1735212767.868217,70.0,59.37285720376072,10.627142796239283
1735212777.893858,311.0,174.82926234736198,136.17073765263802
1735212787.923891,232.0,189.19307552569123,42.80692447430877
1735212797.949382,197.0,150.50918174343454,46.49081825656546
1735212807.964667,66.0,122.53790408548103,56.53790408548103
1735212817.984483,63.0,53.47055785495236,9.52944214504764
1735212828.012571,161.0,187.8719893007572,26.871989300757207
1735212838.039584,55.0,81.8012616157769,26.801261615776895
1735212848.063201,230.0,284.1347871418326,54.13478714183259
1735212858.088476,78.0,189.0584060461154,111.05840604611541
1735212868.113963,142.0,189.87368741514632,47.87368741514632
1735212878.140397,84.0,174.7904942704293,90.79049427042929
1735212888.16499,152.0,220.2050631166103,68.20506311661029
1735212898.192671,217.0,231.29266190970387,14.292661909703867
1735212908.217885,258.0,234.58754655802466,23.412453441975345
1735212918.243287,50.0,140.45788952372908,90.45788952372908
1735212928.271034,99.0,228.5880170619129,129.5880170619129
1735212938.327543,246.0,152.79569850972354,93.20430149027646
1735212948.352809,163.0,213.92445645295933,50.92445645295933
1735212958.381342,102.0,87.66624129175335,14.333758708246648
1735212968.40909,55.0,42.6503067922264,12.349693207773598
1735212978.436161,65.0,99.73695496655839,34.736954966558386
1735212988.465218,104.0,74.67649224423556,29.32350775576444
1735212998.492754,259.0,240.07155813021572,18.92844186978428
1735213008.51808,242.0,257.2361640305056,15.23616403050562
1735213018.547866,214.0,122.10645431352003,91.89354568647997
1735213028.577843,214.0,133.61497308118106,80.38502691881894
1735213038.603489,246.0,152.79569850972354,93.20430149027646
1735213048.627523,48.0,52.6084809435355,4.608480943535497
1735213058.654087,77.0,78.90849563455843,1.9084956345584345
1735213068.678443,150.0,203.05474761178715,53.05474761178715
1735213078.703572,196.0,164.16669510695147,31.833304893048535
1735213088.730664,168.0,142.2091676517836,25.790832348216412
1735213098.756912,263.0,262.2965875451973,0.7034124548026739
1735213108.782626,123.0,197.5057899079859,74.5057899079859
1735213118.809497,237.0,157.79986195214303,79.20013804785697
1735213128.832822,109.0,162.6494617719583,53.6494617719583
1735213138.859938,265.0,165.79457546638253,99.20542453361747
1735213148.887168,118.0,155.50813249094335,37.50813249094335
1735213158.904378,147.0,174.88857841328849,27.888578413288485
1735213168.930907,220.0,166.55382825313401,53.446171746865986
1735213178.957961,48.0,52.6084809435355,4.608480943535497
1735213188.9833,66.0,176.4429631291022,110.4429631291022
1735213199.010899,162.0,125.04038426672949,36.95961573327051
1735213209.035925,150.0,203.05474761178715,53.05474761178715
1735213219.061539,245.0,252.44934851788327,7.449348517883266
1735213229.087252,110.0,163.01389345242177,53.01389345242177
1735213239.115363,235.0,169.59711426849145,65.40288573150855
1735213249.146961,134.0,153.04135860844895,19.041358608448945
1735213259.174272,73.0,152.38282657410633,79.38282657410633
1735213269.200535,85.0,58.38020789949471,26.619792100505293
1735213279.226907,125.0,101.83836332085261,23.161636679147392
1735213289.25501,197.0,150.50918174343454,46.49081825656546
1735213299.285322,129.0,106.83424483366134,22.165755166338656
1735213309.310178,248.0,223.73784832449596,24.262151675504043
1735213319.336782,295.0,221.77623751822824,73.22376248177176
1735213329.361772,69.0,100.66268305994883,31.662683059948833
1735213339.38534,85.0,179.09342974252522,94.09342974252522
1735213349.412372,249.0,210.08517800716723,38.91482199283277
1735213359.438704,200.0,156.57626782763643,43.42373217236357
1735213369.463759,248.0,216.00702650150183,31.992973498498174
1735213379.490169,88.0,114.14131337636657,26.14131337636657
1735213389.522298,132.0,121.22505533580465,10.774944664195345
1735213399.539451,243.0,249.90077860385856,6.900778603858555
1735213409.565373,99.0,57.49473392402547,41.50526607597453
1735213419.594071,89.0,115.8717234895644,26.871723489564403
1735213429.616378,293.0,199.6971235680726,93.30287643192739
1735213439.644047,91.0,91.20285628182569,0.2028562818256887
1735213449.671482,63.0,58.620438513120234,4.379561486879766
1735213459.688917,200.0,144.42617092507516,55.573829074924845
1735213469.719038,310.0,254.2176936694691,55.7823063305309
